,title,text,uuid
228,My auto loan paperwork said the extended warranty was optional but I was told that I was required to purchase an extended warranty to get the promotional interest rate. Do I have to purchase it?,"If the paperwork says the warranty is optional, the dealer can’t require you to purchase it.",ew6zpq2QQxfmTpZdgNpH7T
229,What is the difference between a manufacturer’s warranty and an extended vehicle warranty or service contract?,Warranties provided by the manufacturer as part of the vehicle cost typically cover only certain problems with the vehicle. Extended warranties or service contracts sold for an additional charge typically cover problems with mechanical and electrical parts not covered by the manufacturers' warranty.,CJXBaPH5EDfdhNWRC2jPis
230,"What does it mean to ""default"" on my private student loans?","Private student loans often go into default as soon as you miss three monthly payments (120 days). You can also default on a private student loan if you declare bankruptcy, default on another loan, or die.",aFqkSsfRQvrxZdagSe6mwB
231,What is a Stafford loan?,Stafford loans are a type of federal student loan that are either subsidized – the government pays the interest while you're in school – or unsubsidized – you pay all the interest.,9SWE63gotVxufpq4LE7Kog
232,How might the U. S. Department of Education collect payments from me?,"While other lenders typically have to take you to court to collect, the Department of Education has many more ways to collect payment of your student loans.",SGaDVpi5rqRGeLFPjvdk2M
233,Can I ever waive my right to rescind on my mortgage loan?,Yes. You can waive your right of rescission (your right to cancel your transaction within three business days for your refinance or home equity line of credit).,euzwSqCeV5tzBWg7kPNR2U
234,"I want to sue the card issuer that issued my credit card, but they tell me I have to use arbitration. Is that right?","Some cardholder agreements contain arbitration provisions. You should be able to find a copy of the agreement on your card issuer's website, and you can request a copy from your card issuer if it is not there.",ScfudJJmePoCYJafWWxHGA
235,"I just received a new card from the card issuer with a new account number and a letter saying my account had been ""compromised."" What does that mean? What should I do?",This typically means that your account number may have been improperly obtained by someone who is not authorized to use it.,HrwsAr78DWYgLK6p2UiBKB
236,I sent my payment to the card issuer but I: forgot to include the payment stub; sent the payment to the wrong address; sent cash rather than a check; sent a check in foreign currency. What happens?,"Under the law, a card issuer can establish ""reasonable requirements"" with respect to how payments are made, such as requiring that you include your account number or payment stub and pay by check or money order in U.S. dollars to an address specified by the card issuer.",G56qL7QUkEmmjwXTcsvRrU
237,What should I do if my payment does not show on my credit card statement?,"You should let your credit card company know if your payment does not show on your statement. You can call the card company to try and resolve the issue quickly. However, in order to protect your rights you must send a written billing error notice to the card issuer. You should send the written notice within 60 days of receiving the statement that should have reflected the payment.",PWTmHs9xZa2XFxjw2UXv2r
238,Can my credit card issuer reduce my credit limit?,"Credit card companies generally can increase or decrease credit limits without giving you notice, including reducing your credit limit so that you no longer have any available credit. If you no longer have any available credit, you cannot make any charges until you pay off some of your existing balance.",3XKN5auxqM3aTDHLw9YgN3
239,Can my credit card company change the terms of my account?,"The credit card company has the right to change the terms of your credit card agreement. For significant changes, the card issuer generally must give you notice 45 days in advance.",hW2JiaATE4wxxEdFbiAjpt
240,I noticed that the interest rate on my card went up last month without any notice. Can they do that?,Your card issuer generally must give you 45 days advance notice before it raises your interest rate on new purchases; there are additional rules that restrict when the card issuer can raise your rate on your existing balance.,3TngVadKsiYhcSH2cg2AtG
241,I did not receive a bill last month. The current bill shows a past due amount and charges interest for the charges from the prior month. What should I do?,"You should let your card issuer know. While you can call the card issuer, in order to protect your rights you must send a written notice to the card issuer.",UUBvqie2jUGrFd9HWZpbNk
242,Will I damage my credit score if I do not pay a portion of my bill that I am disputing?,"While a card issuer is investigating a dispute, the issuer cannot report your account as delinquent if you have paid the undisputed portion or the minimum amount due.",74Gvh37MLmFufoFuhe5cbc
243,How long can the card issuer take to resolve my billing error or dispute?,"The card issuer must send you a letter stating that it has received your billing dispute within 30 days of receiving it. The card issuer must complete its investigation within two complete billing cycles of receiving the dispute, which generally means two months, and cannot take more than 90 days.",TsYJA6zzLnzCyjGyWYxFrv
244,Can they charge me interest on a charge I told them I did not make?,"If you have given the card issuer written notice of the billing dispute, you do not have to pay the amount in dispute while the card issuer is investigating, and the card issuer cannot charge interest on that amount.",dem8FtPCh9KxASu2UMupp2
245,What should I do if I disputed a charge on my credit card but it is still on my statement?,"If you sent your credit card company a written billing error notice within 60 days of the company sending you the statement showing the error, the card company should acknowledge the billing error notice within 30 days of receiving it. However, the card company is allowed to take up to two billing cycles to resolve any errors it finds.",ftkucHfTa9DsS7aJ8Z6Fbq
246,"Can my credit card company charge a fee based on how I paid my bill, such as for making a payment over the phone?","It depends. Generally, the credit card company cannot charge you a fee for making a payment.",AugBvwpCZyceCM5KRh6LGd
247,How do I send my credit card company a billing error notice?,"If you believe an error has been made on your credit card bill, you should send your credit card company a written letter within 60 days of the charge appearing on your billing statement. The letter should include information that identifies yourself and what you are disputing. After sending the letter, you have certain rights that should be honored until a decision is made by your credit card issuer.",9iHsBQ7MmABNNU4Kbjs4wY
248,I bought something with my credit card when I was abroad and when the bill came there was a 2 percent fee. What’s that?,Many credit card companies charge a fee for purchases made in a foreign country.  Sometimes this is called a foreign transaction fee. Different card companies have different rules about these fees.,CLcqmcRBBQ9xgdxxhQd4dX
249,How long do I have to rescind? When does the right of rescission start?,"If you are buying a home with a mortgage, you do not have a right to cancel the loan once the closing documents are signed. If you are refinancing a mortgage, you have until midnight of the third business day after the transaction to rescind (cancel) the mortgage contract.",gtNKwdu3Qmep7fRduuMhQ3
250,My lender or broker never provided me with the notice of a right to rescind for a mortgage loan. What can I do?,"If you never received the Truth-in-Lending disclosure or the Notice of Right to Rescind from the lender and you were entitled to receive one, you may still be able to rescind your mortgage loan.",PVudJNoWdRpDQnGdMWqdfE
251,"What does it mean to ""default"" on my federal student loans?","Default is the failure to repay a loan according to the terms agreed to in the promissory note. For most federal student loans, you will default if you have not made a payment in more than 270 days.",bckFZHadxh9Nk46rny9CwJ
252,How do I manage my monthly mortgage payment?,Your monthly mortgage statement has information that you can use to stay on top of your mortgage payment.,iRn3ZyotyosnabrgvGG2yR
253,"My payment was returned to me, and the servicer notified me it is no longer servicing my loan. Then I got another notice in the mail saying I was late on my payment, but no one ever notified me that I needed to send my payment somewhere else. What can I do?","If the servicing rights for your loan are sold, your old and new servicers must notify you of the transfer of the servicing rights to your loan.",Y4CmvS72tJ9kjtuDEoHe5K
254,I paid off my mortgage but it is still listed on my credit report as outstanding. What can I do?,You should file a dispute with the credit bureaus about the error.,7yicRjyDJyt5DTDVot6uqc
255,My mortgage servicer refuses to accept my payment. What can I do?,You can either call or write a letter to your servicer requesting an explanation.,G9yXcsc33o6KpoZiunXpWW
256,What can I do if my mortgage lender or servicer is charging me for force-placed homeowner’s insurance?,Make sure you have your own homeowner’s insurance and send proof to your mortgage servicer.,4GyoHA99LdGgnVMNGiHXRb
257,What should I do if I get a tax bill from the city or county saying that my mortgage servicer did not pay my taxes?,Send a notice of error to your servicer and contact your tax authority and insurance carrier as soon as possible.,XujiQokLaXdSvKTU3wokjA
258,How do I get mortgage information about a home I inherited?,"To receive certain information about the mortgage account, you should contact the mortgage servicer. You may need to show the mortgage servicer proof of your right to the home.",CegNnYBqUbPPXQ8nTFVMsc
259,I mailed my mortgage payment before it was due but my servicer received it after the due date and charged me a late fee. Can my servicer do this?,"Yes, your servicer can charge you a late fee if it receives your payment after the due date, even if you mailed your payment on time.",LiRHZHwx3SAbGtcLy4Uy7m
260,What happens if the company that I send my mortgage payments to changes?,The company that you send your monthly mortgage payments to is your mortgage servicer. Your servicer can change.,JacN5tSYLnwaShdMdXbhhx
261,Why did my monthly mortgage payment go up or change?,Several things can cause your mortgage payment to change. Check your mortgage statement or contact your servicer and ask them to explain.,L54BRv6awmdoZrnrj3vvix
262,I disagree with my mortgage servicer about the amount it says that I owe. What can I do?,"If you disagree with your mortgage servicer about how much you owe, you can either call or send a notice of error letter to your servicer.",Xh8jHDVzny5qxNxrS55VMZ
263,My mortgage servicer has not responded to a notice of error or information request that I sent. What can I do?,"If you have a problem with your mortgage, you can submit a complaint to the CFPB.",4kqSZec997A4urKPSaTkfM
264,Someone offered to write an information request or error dispute to my mortgage servicer for a fee. Can I do this for free?,Yes. You don’t have to pay anyone to write an information request or an error dispute to your servicer. You can do this yourself.,ECcPJZs5FNoJUTnj928htU
265,Can my mortgage servicer report negative information about me to a credit-reporting agency after I have sent an error dispute or information request?,"It depends. If your notice of error is in regards to a payment, your servicer can’t provide negative information about that payment to any consumer reporting agency or credit bureau for the 60 days after it receives your notice of error.",LmWvPb2NDHaEpefBkFf3DN
266,"Can I send a QWR, error dispute, or information request to my mortgage servicer no matter what kind of mortgage I have?","If you have a closed-end mortgage, your mortgage servicer is required to follow certain rules.",AFFvDAKRtods8YquWsSRiu
267,What happens if my mortgage is sold? Is my loan safe?,"If your loan is sold, then your lender must provide you with a loan ownership transfer notice.",94r3ctDLTG4LfpgJHQH3Qu
268,Do I pay interest on new purchases after I get a zero or low rate balance transfer?,"For most credit cards, if you carry a balance month to month, any purchases you make will accrue interest from the date of the transaction. This is true even if another balance you are carrying is not subject to interest because it was a 0% balance transfer.",MKWRAL6DB9uX2UbzUNwVuh
269,I paid off my entire bill when it was due last month and still got charged interest. How can that be?,"If you've been carrying a balance, most card issuers will charge you interest from the time your bill was sent to you until the time your card issuer receives your payment.",F6Hck3zydoqijPiEcvmFfj
270,What can I do if I don’t receive my credit card bill?,"There are some times when a credit card company is not required to send you a monthly statement. For example, a monthly statement does not have to be sent if your account is uncollectible, if a delinquency collection proceeding has begun (e.g., court case has been filed), if the card company has charged off the account and is not charging any more fees or interest on the account, or if sending the bill would violate federal law.",TrxLHoCv8Q33JszJSfDiCj
271,I got a credit card promising no interest for a purchase if I pay in full within 12 months. How does this work?,"If you were told that you do not have to pay interest on the purchase if the purchase is paid in full within 12 months, your card has a deferred interest plan.  It’s important to understand how deferred interest works.  Otherwise, you could end up having to pay the interest you thought you were deferring.",6my69yu6pCZFNMpuwtRHr3
272,I am tired of receiving phone calls asking me to apply for a credit card. Is this legal? What can I do?,"Card issuers can call you about applying for a credit card, unless you have registered your phone number with the National Do Not Call Registry or have notified the particular card issuer to stop calling you.",ki8F9uJv65xhrQxFqUa6Be
273,"I got my free credit reports, but they do not include my credit scores. Can I get my credit score for free too?","Free credit reports provided by the nationwide credit reporting agencies currently do not include free credit scores. However, your credit card company may provide a free score.  Be wary of programs offering “free scores” if you enroll – they are generally not really free.",SGM2ARoseU6iZz8JgVvmZH
274,Will my credit score be damaged by card issuers getting my name from a credit reporting agency and sending me an offer?,No. Your credit score is not affected by card issuers obtaining your name in this way.,ZpZn4KaA2CtqNdEQnzNEKR
275,How do I choose which credit counselor is right for me?,There are several things you should consider when trying to find a credit counseling service.,ntiGLy3FZFTyd2SXw7PKC4
276,What should I do if I’m having problems with my escrow or impound account?,"If you’re having problems with your escrow or impound account, contact your mortgage servicer right away. You may need to send an information request or notice of error.",DHt6fM75Q6idkc3b8chCJH
277,"I wrote a check, and someone forged the endorsement and cashed the check. My bank/credit union won't return my money to my account. Am I responsible?",Contact your bank or credit union as quickly as you can after you learn of a forged endorsement. You are generally not responsible for a fraudulent endorsement as long as you report it within the period set by state law.,5NwBEMxfWP6KRNu8djzsxi
278,What information does a debt collector have to give me about the debt?,"A debt collector must tell you the name of the creditor, the amount owed, and that you can dispute the debt or seek verification of the debt.",RYaR2WYJssw5xcPvPXCJgp
279,How do I find a lawyer or attorney to represent me in a lawsuit by a creditor or debt collector?,There are several ways to find an experienced attorney for debt collection issues.,JtusmcUJQey9s3mfxdZFvB
280,What is a debt collector and why are they contacting me?,"Under the federal Fair Debt Collection Practices Act, in general, a debt collector is a person or a company that regularly collects debts owed to others, usually when those debts are past-due.",nF7FZ9s2PNYmbMbEL2ddFJ
281,What are debt settlement/debt relief services and should I use them?,"Debt settlement companies are companies that say they can renegotiate, settle, or in some way change the terms of a person's debt to a creditor or debt collector. Dealing with debt settlement companies can be risky.",S6cQXyidhcHVpE4gnK4gsW
282,"What is the difference between a checking account, a demand deposit account, and a NOW (negotiable order of withdrawal) account?",A demand deposit account is just a different term for a checking account. The difference between a demand deposit account (or checking account) and a negotiable order of withdrawal account is the amount of notice you need to give to the bank or credit union before making a withdrawal.,EJWgAJTe3jGtG94aFWN7T5
283,When does a credit card company decide what interest rate to offer me on a credit card?,The credit card company may decide which interest rate to charge you based on your application and your credit history.,ZnmKV9eey6LhNiEizLxp4t
284,"I applied for a credit card with one set of terms, but was turned down and offered the chance to apply for a different card with different terms. What is the credit card company required to do in this situation?","If you were turned down for one card and offered a different card with different terms that you do not expressly accept, the credit card company has to tell you the reasons it denied your application. In addition, the card company generally is required to provide you the name, address, and telephone number of the credit reporting company that provided the credit report the card issuer used to make its decision.",GgS3M8h8998z6nc5mPR5vA
285,"My children are under 21 years old, but they receive invitations to apply for credit cards. How is this possible?","Card issuers may mail “invitations to apply” based on mailing lists purchased from a variety of sources, such as loyalty or rewards programs.",bXdSud5nWDHhBCyiAMTi4X
286,Can a card issuer consider whether I receive government assistance when deciding whether to issue a credit card to me?,A card issuer cannot discriminate against you because you receive public assistance income.,frTWj76KqHd3i9D5w3sGYG
287,What do I do if I think there may be additional unauthorized charges made after I reported my credit card lost or stolen?,"Call your credit card company right away and report the additional unauthorized charges. Then, follow up in writing with a billing error notice.",DqcLGZDZDJDt6bk36Wpwk7
288,Am I responsible for unauthorized charges if my credit cards are lost or stolen?,"If you report a lost or stolen credit card before it
is used, the card company cannot hold you responsible for any unauthorized
charges.",Q7yXuCFxRJ8fMh5xBtKwcn
289,My kid purchased something with my credit card without my permission. Do I have to pay for it?,"Once you have authorized someone else to use your account, you are responsible for charges made by that person until you notify the card issuer in writing that the person is no longer authorized to use your credit card account.",iBTd6Zp6VM3nFQSVKagJvY
290,Can a card issuer consider the fact that I am not a citizen of the United States?,A card issuer may not discriminate on the basis of national origin.,Qh2vdVRz6VR9isGV24pVJh
291,"If I am married, can a card issuer turn down my application for a credit card in my own name?",No. Credit card issuers may not refuse to open an account because of your marital status.,NGSF4rjFZbX83XTiTfoY9V
292,Can a card issuer consider my sex or marital status when deciding whether to issue a credit card to me?,Card issuers cannot deny credit or offer less favorable terms on the basis of sex or marital status.,o9RtHEc6RRw98aQYgAHcky
293,Can a card issuer consider my age when deciding whether to issue a credit card to me?,"Generally, age cannot be used to make credit decisions; however, it may be considered in certain circumstances. For example, a creditor may use an applicant’s age as part of a valid credit scoring system (so long as it does not disfavor applicants 62 years old and older).",8avEK3Jv6jnqf5dpnQqZZW
294,"When do I need someone to guarantee or co-sign, or be a joint applicant on my credit card account?",First you need to find out if the credit card issuer allows co-signing. You can typically find it on the application. You may need a joint applicant or to have someone guarantee or co-sign your account if the credit card company believes you do not have the ability to make the minimum required payments on the account.,CvaqjjazGHuKjRTJ7qM53y
295,What information are card issuers not allowed to base decisions on when considering a credit card application?,"The Equal Credit Opportunity Act does not guarantee that you will get credit. You must still pass the card issuer’s tests of creditworthiness. But the law bars discrimination based on age, sex, marital status, race, color, religion, and national origin in deciding whether to extend credit to an applicant, in deciding the terms (such as the interest rate or credit limit), or in any other aspect of a credit transaction.",FUsHoxYipF2DpdJZxxp25z
296,I am a stay-at-home spouse or partner without a separate income. I share income and expenses with my spouse or partner. Can I still get a credit card in my own name?,"Before giving you a credit card, credit card companies have to make sure you have the ability to make your payments. If you're over 21 years old with a spouse or partner, a credit card issuer can choose to look at your ability to pay either as an individual or as a couple.",LJat5VELe3xhpRnMPA7cYT
297,My credit application was denied because of my credit report. What can I do?,"If you were turned down for a loan or a line of credit, the lender is required to give you a list of the main reasons for its decision or a notice telling you how to get the main reasons.",UjmJuhMj3sw68Aqkyzubjn
298,How long can I keep a low rate on a balance transfer or other introductory rate?,"You might be offered an introductory rate on a new card or for a balance transfer.  The introductory rate has to stay in effect for at least six months, unless you are more than 60 days late on a payment.",JrUoxoQTXKNq6xWnrfhPSR
299,"Can the card issuer request information about my income, my age, and my Social Security Number when I apply for a credit card?",Yes. Before granting credit to you the card issuer may ask about your income so they know whether you can pay the required minimum periodic payment.,gavUdZhAPAJrksVcu5t9xN
300,Do I have to use an estate planning service or pay to find a reverse mortgage?,You do not have to pay an estate planning service or anyone else to find you a reverse mortgage.,DurDzEKk4bfCi3aYa7xMFp
301,"If I take out a reverse mortgage loan, does the lender own my home?","No.
When you take out a reverse mortgage loan, the title to your home remains with
you.",H7C9Me8MZanihaHfrjL9SZ
302,Is a money market account insured?,"Yes. Like other deposit accounts, money market accounts are insured by the FDIC and NCUA up to $250,000 for each account holder.",cusSsQwaZ6gbu8kcQTD4pe
303,How long does it take to pay off a student loan?,"Contact your loan servicer to discuss repayment
plans available to you because repayment plans will be different depending on
whether you have federal or private student loans.",j7kezdgiCWicFufay2KnuX
304,What happens to my federal student loans if I die or become disabled?,"Federal student loans do not transfer to another person if you die. Your relatives can notify the loan servicer, and the loans will be canceled.",M8M7b598KuPdgLmwf598rb
305,What is the National Student Loan Data System (NSLDS)?,"The National Student Loan Data System, or NSLDS, is the U.S. Department of Education's central database for student aid.",CcPPXP8VJ5StwaUNpvW4gf
306,How do I find out information about my student loans?,"You can find information about your student loans, including your balance, through the National Student Loan Data System for federal loans, or through your student loan servicer for private loans.",48eAHaYYiW5g6QhZRwJ3Jx
307,When do I need to start paying my federal student loans?,"For most federal student loans, you
start making payments six months after you graduate, leave school, or
drop below half-time enrollment in school.",hM4KQ3WkiEoQTVmCCWJBxG
308,Do student loans affect my credit score?,"Yes, having a student loan will affect your credit score.",PBUQAmNcMXrGt9zaKWnikz
309,How much should I borrow in student loans?,"If you have to take out student loans, you should borrow only what your future earnings will allow you to repay. As a rough estimate, try not to accumulate more total student debt than you expect to earn as a starting annual salary when you leave school.",6yRhggJMibsxnAxkXBBJbU
310,What role does my school play in obtaining student loans?,Your school’s financial aid office is involved in the allocation and disbursement of grant and scholarship aid.,9TDCrVc948A2uVx4zPovNj
311,Who can I talk to about student loans?,"First, you should talk to your school’s financial aid office – they will have information about your federal student loan options.To find out more information about private student loan options, you might first consult a local credit union or bank. You should also ask your school’s financial aid office to see if they have any lenders who offer special rates to their students.",MC7nSK4g28vMvB5jJwESUe
312,What is a subsidized loan?,"For all subsidized federal student loans, the U.S. Department of Education subsidizes - pays the interest on - your loan while you are in school and during periods of deferment, such as during military service.",fyYeMRMvpcBcxCX6aNDeXd
313,How do I apply for student loans?,All loans made by the U.S. Department of Education require you to complete the Free Application for Federal Student Aid (FAFSA) .,S6cJAgsN2WeCVviEQmTofM
314,Should I choose federal student loans or private student loans?,"If you must take out student loans, federal student loans are the best option for the vast majority of borrowers.",aM5LGCi97zAaiKrp8fhJc8
315,What is a co-signer for a student loan?,A co-signer is a person who also agrees to repay a loan.,nF5QfsR43RE9fNLih2by6i
316,What is a tuition payment plan?,"Tuition payment plans, also called tuition installment plans, are short-term (12 months or less) payment plans that split your college bills into equal monthly payments.",HLzkdUDHe7qPoYWGLKRYWP
317,What are private or alternative education loans?,Private student loans – also known as alternative loans – are offered by private lenders to provide funds to pay for educational expenses. They are not part of the federal student loan program and generally do not feature the flexible repayment terms or the borrower protections offered by federal student loans.,XQunnWW8Y5hJEZBc5AQAsk
318,Do federal student loans affect my taxes?,"In general, up to $2,500 in annual interest may be deductible on your tax return, subject to income limitations and other restrictions.",UfkyoENQDyoj6rjWcaLeTg
319,Are there any student loan breaks for public service?,"If you have federal Direct Loans, including Direct Consolidation Loans, you may be eligible for Public Service Loan Forgiveness, also called PSLF.",2FVRc8urkZ9SzvWXnWaDhh
320,Should I consolidate my federal student loans into a federal Direct Consolidation Loan?,"Before consolidating your federal student loans,
consider how it will impact your interest rate and access to different
repayment options and other benefits.",EUekNKjuV2FB4f4rTp7bPK
321,Do private student loans affect my taxes?,There may be a tax deduction available for interest paid on qualifying private student loans. Check with your loan servicer to see if your loan meets the qualifications.,n4J4N2iZFvriQzuK5poUUA
322,Is forbearance available for private student loans?,"Private student loans may or may not have a forbearance option, and the rules vary among lenders. Contact your loan servicer as early as possible if you want to explore this option.",Yn8ReiHVmVosN3pJmRQvg6
323,What should I do if I can't afford my student loan payment?,"Contact your servicer to find out more
information about affordable repayment plans which may reduce or postpone your
monthly payment.",aScNchhyxof4uQvWjUye5X
324,What is graduated repayment?,Graduated repayment is a way to repay your student loans that works for those who expect their incomes to rise over time.,i8jRKRgg9GYc4TULJtQTMr
325,What is deferment?,A deferment is a temporary pause to your student loan payments for specific situations such as active duty military service and reenrollment in school. You can receive a deferment on Federal student loans for certain defined periods. The U.S. Department of Education (ED) has published a list of the reasons qualifying for a deferment.,cJt7GjpPnHxSwzUKx7XEvq
326,Should I consolidate my private student loans?,Consolidating private loans into a private consolidation loan may be a good idea if you get a better deal.,2h6nJg8TrA7Kb9SouUJNAk
327,How is my student loan payment applied to my account?,"Generally, any payment made on a student loan will be applied first to any fees that are due (late fees, phone payment fees, etc.).",7753eLXLUaHKqiuABhJRM4
328,"If I co-signed for a private student loan, can I be released from the loan?","Generally speaking, you cannot be released from your obligation to repay the loan.",9SYeq8AKX3Qjw8iaq7MdPn
329,What happens to my private student loans if I die or become disabled?,"Unlike federal student loans, there are no legal requirements to cancel private student loans for borrowers who die or become disabled.",U8ze9c9ySKR6u5894NgqyC
330,How do I determine who to pay and when to pay my private student loans?,"For private student loans, your lender or servicer should provide you with information on how, when, and to whom to pay your loan.",S3EXJvuC6Yzfe3vhBnVpWb
331,When do I need to start paying my private student loans?,"Unlike federal student loans, all private student loans do not have the same, set repayment process.",R3g9VhFgZVRVAijj7BwBzY
332,Can I pay my student loan in full at any time?,"Yes, you can pay your student loan in full at any time.",CX62DbpeGcf4tqqVq3GNMT
333,Can I make additional payments on my student loan?,"If you are financially able to do so, it may make sense for you to pay down your student loan more quickly than your schedule requires.",cN83aAaccgZ3k9mk4rAJC2
334,Should I consolidate or refinance my student loans?,"Consolidation combines loans into one monthly
payment with one servicer. Consolidating your loans may make it easier to keep
track of your loans if you have more than one student loan with more than one servicer or company.",NSfSjmQu4VUNAvtchAihBM
335,What should I consider when deciding how much to borrow?,"You should borrow only what your future earnings will allow you to repay. In general, try not to borrow more for all four (or more years) of college than you expect to earn as a starting annual salary when you leave school.",ZYeZt6Ra8v5Vd3tmJDnLz5
336,What fees can my lender charge if I take out a HELOC?,Before you take out a Home Equity Line of Credit be sure to read the documents carefully to see what fees your lender can charge you.,E7CNjUTfPadxE42gStofUU
337,What does the financial aid office do?,A school’s financial aid office assists you and your family by providing information on ways to pay for education.,Gvquiu3ZknpFG8ip9kwUGN
338,How does my credit score affect my ability to get a mortgage loan?,"Your credit score, as well as the information on your credit report, are key ingredients in determining whether you’ll be able to get a mortgage, and the rate you’ll pay.",2pTXAuhKi65vppeUSsKRQn
339,How do I get and keep a good credit score?,"There is no secret formula to building a strong credit score, but there are some guidelines that can help.",PKUNb5HYWkDxG9vumWjVLp
340,What is a credit score?,A credit score predicts how likely you are to pay back a loan on time. A scoring model uses information from your credit report to create a credit score.,Xr25gnm3Z4uq7YV7ght5rU
341,What are common credit report errors that I should look for on my credit report?,"When reviewing your credit report, check that it contains only items about you. Be sure to look for information that is inaccurate or incomplete.",SQkeyaKs27HpUStMYRpQd2
342,When should I review my credit report?,You should check your credit reports at least once a year to make sure there are no errors that could keep you from getting credit or best available terms on a loan.,Gdn5Rt4EDCqe5kCSGccQY7
343,What is a credit report?,A credit report is a statement that has information about your credit activity and current credit situation such as loan paying history and the status of your credit accounts.,FHxnwWdo8adZsuh2TH3vsp
344,I've been contacted by a mortgage relief company. Is there anything that these companies have to tell me?,,PqZxgRfjyPmyGRWN8w7mqY
345,A mortgage relief company offered to help with my mortgage problems if I paid them a fee in advance. Should I pay the fee?,"No, and you should not work with this company.",9cJoFWS77AuyP3LrfAyocy
346,A person I hired to help with my mortgage advised me to stop making payments on my mortgage loan so I could qualify for a loan modification. Do I have to do this?,"Not making your mortgage loan payments could hurt your credit score and limit your options. If anyone tells you to stop making mortgage loan payments, they may be trying to scam you.",CtiBXU8LXUr2RfuiFeKqRg
347,My lender or servicer advised me to stop making payments on my mortgage loan so I could qualify for a loan modification. What can I do?,You should not trust anyone giving you this advice.,mmtCqzpf7X2gjYZhfg7t4a
348,I think I've been scammed by someone promising to help me with my mortgage loan. What should I do?,Report the scam.,adWdoBARfHVZL2Xk9PokXh
349,I talked to someone who promised I could stay in my home if I paid him or her to help me. Is that true?,"Beware of anyone who promises you can stay in your home or who asks for a lot of money to help you. Scammers might promise guaranteed or immediate relief from foreclosure, and they might charge you very high fees for little or no services.",Qbbh9E2MpCcfFjccqrwJ9g
350,"What is a HUD-approved housing counselor, and how can they help me?","A HUD-approved housing counselor is specially trained and certified by the government to help you assess your financial situation, evaluate options if you are having trouble paying your mortgage loan, and make a plan to get you help with your mortgage.",MpZa7WS4CFpVn9mbgBNPXV
351,Will I automatically get good interest rates if I have a good credit score?,A good credit score is only one factor lenders look at when deciding to lend you money.,Xnw8sdWLsKtZnyJJEcnZqT
352,How long does negative information remain on my credit report?,A credit reporting company generally can report most negative information for seven years.,UCoHh7VMvV5PbhZKqK435w
353,I filed for bankruptcy. How long will that appear on credit reports?,"If you filed for bankruptcy protection under Chapters 7, 11, 12, or 13 of the Bankruptcy Code, that information will remain in your credit report up to 10 years from the date of entry of the order for relief or the date of adjudication.",KmpU9ZZS5kqAC5WkcZDdtb
354,"If I dispute a debt that is being collected, can a debt collector still try to collect the debt from me?","No, if you dispute the debt in writing within 30 days of the initial communication the debt collector must stop all collection activity until it provides the required verification.",Bhde5zHEyipZZTBAPk7aza
355,I heard about the new Federal Housing Authority refinancing option with reduced fees. Can you tell me more about it?,"On March 6, 2012, the President and the Federal Housing Administration (FHA) announced price cuts to FHA's Streamline Refinance Program.",84bZXyMYNkuGyDDQnzJYdA
356,What was the National Mortgage Settlement?,"In February 2012, 49 state attorneys general, the District of Columbia, and the federal government entered into the largest consumer financial protection settlement in U.S. history with what were then the nation’s five largest mortgage servicers.",jvenjGQ487nsVFpsKpNaD7
357,"I got divorced, and my lender terminated my home equity line of credit. Can they do that?","With respect to open-end accounts (like home equity lines of credit) for which you are responsible, a creditor such as a lender generally may not make you reapply, change the terms of your account, or close your account because you reached a certain age, retired, changed your name, or changed your marital status.",4Enausw4WsGMZchk9hfXMK
358,Can a debt collector try to deceive me to collect on a debt?,No. Debt collectors are prohibited from deceiving or misleading you while trying to collect a debt.,Fse3yU87Ex5pKPLwpJ6UT9
359,"Can debt collectors tell other people, like family, friends, or my employer, about my debt?","No. Under federal law, a debt collector may contact other people but generally only to find out how to contact you.",ejG96o3YfwbxDjhA4qZQtK
360,A credit repair firm sent me an offer outlining their credit repair program. Should I enroll?,"Credit repair companies often promise to help you remove bad information from your credit report for a fee that you pay to them. Before enrolling, know your rights – as well as what credit repair companies can and cannot do for you.",SxmxcjsYS57xsRuu2gVtMZ
361,"Can debt collectors call me anytime they want, day or night?","Generally, debt collectors cannot call you at an unusual time or place, or at a time or place they know is inconvenient to you and they are prohibited from contacting you  before 8 a.m. or after 9 p.m.",nsMFBzHcR7NR8kATy9v4kS
362,What should I do if a creditor or debt collector sues me?,"If you're sued by a debt collector, you should respond to the lawsuit. You can respond personally or through an attorney, but you must do so by the date specified in the court papers.",MP2VFEp6axoPfWSat7nXuy
363,Are there laws that limit what debt collectors can say or do?,"The Fair Debt Collection Practices Act (FDCPA) is a federal law that provides limitations on what debt collectors can do when collecting certain types of debt. The federal Fair Credit Reporting Act covers how debt collection is reported in credit reports. In addition, there are state laws that provide protections.",WLAVdJPdk3PP4pgup3D9PQ
364,Is there a limit on how much I can deposit into my savings account?,"No, you can deposit as much money in your savings account as you want.",Lc4Wx6sQUCKEbsoy5pKwf5
365,What is an assignee of an auto loan?,An assignee is a person or a company who buys your auto loan.,n7KLRXN9jT6wHPz74EFue3
366,"I closed my interest-bearing account, but the bank/credit union did not pay me interest up until the day I withdrew the money. Why?","If you closed the account before the bank or credit union credited the interest, generally the bank or credit union won’t pay that interest. This is known as “forfeiture of interest.”",Kw7MponbhFSivZqbsxDbN7
